Node,Feat3,Feat4,Y
75568,9,65,35
75570,30,65,21
75571,9,65,35
75573,1,65,56
75574,10,65,35
75575,9,65,35
75576,9,65,35
75577,29,65,46
75578,8,65,47
75579,11,65,34
75583,9,65,28
75585,41,65,35
75586,66,65,34
75588,14,65,34
75589,30,65,45
75590,30,65,45
75594,47,65,35
75595,12,65,50
75596,41,65,35
75597,46,65,34
75598,66,65,34
75599,66,65,34
75600,11,65,34
75601,23,65,37
75604,43,65,35
75605,23,65,37
75606,63,65,34
75607,28,65,33
75608,48,65,58
75610,8,65,49
75611,11,65,14
75612,60,65,35
75613,39,65,47
75614,46,65,34
75617,72,65,50
75618,0,65,63
75620,59,65,58
75621,23,65,37
75623,9,65,35
75624,66,65,34
75625,30,65,32
75626,67,65,58
75627,23,65,37
75628,66,65,34
75629,9,65,35
75630,29,65,46
75631,41,65,35
75634,66,65,34
75635,41,65,35
75636,10,65,35
75638,8,65,47
75639,10,65,35
75641,19,65,46
75643,30,65,19
75644,68,65,7
75645,30,65,47
75648,46,65,34
75650,9,65,35
75651,66,65,34
75652,41,65,35
75653,41,65,34
75654,11,65,0
75656,12,65,28
75657,66,65,34
75658,19,65,46
75659,18,65,37
75661,19,65,45
75664,61,65,35
75666,10,65,46
75668,10,65,35
75671,19,65,46
75672,46,65,34
75677,46,65,34
75678,44,65,35
75679,31,65,35
75680,66,65,34
75682,41,65,35
75683,22,65,37
75685,28,65,33
75686,0,65,63
75690,12,65,50
75691,20,65,32
75694,53,65,34
75695,66,65,34
75696,30,65,45
75697,10,65,55
75698,9,65,55
75700,44,65,35
75701,19,65,33
75703,31,65,57
75703,49,65,0
75703,0,65,57
75704,28,65,50
75705,10,65,19
75706,39,65,9
75708,27,65,32
75709,4,65,56
75710,20,65,42
75713,19,65,45
75714,19,65,27
75715,28,65,51
75716,47,65,35
75717,52,65,34
75720,28,65,52
75722,8,65,23
75724,10,65,19
75726,11,65,14
75727,9,65,55
75729,71,65,20
75730,46,65,34
75731,36,65,34
75732,40,65,19
75734,19,65,33
75737,8,65,49
75738,9,65,51
75744,0,65,34
75745,4,65,59
75746,42,65,34
75747,21,65,14
75748,4,65,59
75749,42,65,35
75750,9,65,55
75752,6,65,59
75758,7,65,10
75759,19,65,50
75761,46,65,34
75762,19,65,50
75765,59,65,18
75766,9,65,50
75767,28,65,36
75768,62,65,34
75770,76,65,7
75773,19,65,46
75774,19,65,50
75775,43,65,34
75776,39,65,50
75777,29,65,46
75779,54,65,34
75780,10,65,40
75782,81,65,7
75783,20,65,34
75784,19,65,49
75785,0,65,28
75786,9,65,55
75789,8,65,37
75790,47,65,35
75792,19,65,46
75793,19,65,33
75794,10,65,40
75795,46,65,34
75796,29,65,32
75798,47,65,35
75799,27,65,32
75800,28,65,33
75801,45,65,34
75802,19,65,45
75803,39,65,50
75804,39,65,50
75805,44,65,35
75806,41,65,34
75807,0,65,59
75808,19,65,55
75809,19,65,45
75810,64,65,34
75811,50,65,36
75812,42,65,34
75813,9,65,51
75814,19,65,45
75815,9,65,51
75816,59,65,58
75817,51,65,58
75819,10,65,35
75820,60,65,35
75821,12,65,50
75822,21,65,51
75824,23,65,51
75825,20,65,52
75826,23,65,37
75828,38,65,40
75829,41,65,34
75831,27,65,32
75835,47,65,35
75836,76,65,50
75837,22,65,51
75838,19,65,55
75839,7,65,28
75841,23,65,51
75842,23,65,37
75843,9,65,51
75848,18,65,48
75849,19,65,46
75850,8,65,47
75851,66,65,34
75852,29,65,35
75854,20,65,52
75855,10,65,55
75856,60,65,58
75858,45,65,34
75859,10,65,7
75860,28,65,27
75861,19,65,41
75862,38,65,35
75868,64,65,16
75869,23,65,37
75870,68,65,35
75873,22,65,51
75875,30,65,45
75877,19,65,46
75878,19,65,46
75880,23,65,37
75881,74,65,18
75883,10,65,35
75884,30,65,45
75888,28,65,40
75889,9,65,55
75890,35,65,34
75890,51,65,20
75893,66,65,34
75895,41,65,52
75896,11,65,50
75897,26,65,35
75899,31,65,34
75900,66,65,34
75904,76,65,50
75906,11,65,34
75907,26,65,35
75908,64,65,16
75909,29,65,45
75910,20,65,32
75911,32,65,47
75912,12,65,50
75913,51,65,34
75914,0,65,63
75916,8,65,25
75917,27,65,45
75918,19,65,45
75919,45,65,34
75921,23,65,21
75924,51,65,34
75925,7,65,49
75926,49,65,33
75927,45,65,35
75928,0,65,50
75929,29,65,45
75930,29,65,46
75931,19,65,45
75932,17,65,34
75933,59,65,58
75934,9,65,40
75935,26,65,35
75937,2,65,1
75938,76,65,50
75939,46,65,34
75940,36,65,34
75942,29,65,32
75943,39,65,50
75944,8,65,12
75946,22,65,42
75947,66,65,34
75949,63,65,34
75953,66,65,34
75954,41,65,52
75955,3,65,59
75957,17,65,34
75958,10,65,55
75959,9,65,32
75960,30,65,45
75961,29,65,35
75964,66,65,34
75965,0,65,50
75967,11,65,55
75969,50,65,34
75971,19,65,46
75972,23,65,35
75973,63,65,34
75974,0,65,41
75976,21,65,21
75977,29,65,35
75979,50,65,34
75982,47,65,35
75984,19,65,45
75985,23,65,21
75986,63,65,34
75987,8,65,52
75989,9,65,51
75991,66,65,34
75992,10,65,27
75993,39,65,50
75994,19,65,45
75995,7,65,45
75997,28,65,36
75999,12,65,55
76000,66,65,34
76004,19,65,50
76005,41,65,52
76006,19,65,46
76007,28,65,36
76008,20,65,40
76009,12,65,50
76012,42,65,32
76013,0,65,32
76017,72,65,50
76020,60,65,28
76021,63,65,34
76022,29,65,32
76023,19,65,15
76024,43,65,34
76025,10,65,55
76026,19,65,50
76027,29,65,35
76029,30,65,46
76030,29,65,45
76032,38,65,34
76035,38,65,34
76037,28,65,50
76039,37,65,34
76041,52,65,34
76042,51,65,34
76043,39,65,47
76044,42,65,35
76045,12,65,50
76048,9,65,51
76050,51,65,34
76051,8,65,25
76052,76,65,50
76054,7,65,50
76055,30,65,45
76057,19,65,50
76058,10,65,46
76060,20,65,32
76061,68,65,35
76062,52,65,34
76065,0,65,34
76066,39,65,21
76067,9,65,50
76069,8,65,38
76070,12,65,50
76071,11,65,50
76072,66,65,34
76073,49,65,35
76074,39,65,50
76075,62,65,34
76077,37,65,34
76078,39,65,50
76079,68,65,58
76080,18,65,55
76083,27,65,55
76084,65,65,34
76085,41,65,52
76088,19,65,50
76090,9,65,32
76092,28,65,50
76093,76,65,50
76095,43,65,34
76096,66,65,34
76097,83,65,34
76098,7,65,55
76100,45,65,35
76104,76,65,50
76105,3,65,22
76107,20,65,10
76110,19,65,41
76111,30,65,45
76113,20,65,32
76114,9,65,32
76116,76,65,50
76117,11,65,34
76118,8,65,36
76119,68,65,58
76120,0,65,32
76121,38,65,52
76123,22,65,17
76124,0,65,52
76125,8,65,33
76127,20,65,32
76128,3,65,22
76130,50,65,21
76133,47,65,35
76136,51,65,36
76137,66,65,34
76139,19,65,50
76142,27,65,32
76143,51,65,34
76146,30,65,45
76152,66,65,34
76153,20,65,32
76155,63,65,34
76156,52,65,34
76157,8,65,52
76159,28,65,40
76160,28,65,27
76161,7,65,32
76164,7,65,32
76165,28,65,40
76166,8,65,38
76167,30,65,45
76168,52,65,34
76169,38,65,47
76172,0,65,34
76173,39,65,50
76174,66,65,34
76175,29,65,46
76177,37,65,34
76179,18,65,45
76181,6,65,59
76182,28,65,36
76183,76,65,50
76187,76,65,50
76188,66,65,34
76189,28,65,33
76190,20,65,32
76192,44,65,32
76194,30,65,45
76196,12,65,21
76197,26,65,35
76199,1,65,56
76200,63,65,34
76201,19,65,23
76202,27,65,32
76204,19,65,46
76207,46,65,34
76211,45,65,34
76212,28,65,33
76215,9,65,35
76217,7,65,35
76219,6,65,59
76221,76,65,50
76222,30,65,45
76224,66,65,34
76228,30,65,45
76229,7,65,47
76230,46,65,34
76231,7,65,38
76233,18,65,45
76234,10,65,46
76235,7,65,55
76236,10,65,41
76237,23,65,32
76239,20,65,47
76240,20,65,32
76241,46,65,34
76241,0,65,34
76242,23,65,37
76243,12,65,50
76244,17,65,34
76246,47,65,35
76248,23,65,37
76250,40,65,0
76252,13,65,19
76254,28,65,50
76256,18,65,35
76258,49,65,32
76259,51,65,34
76260,45,65,34
76262,76,65,50
76263,12,65,50
76265,10,65,34
76270,30,65,45
76273,28,65,36
76274,57,65,35
76277,18,65,32
76279,29,65,57
76280,22,65,36
76283,19,65,50
76284,27,65,45
76285,8,65,45
76286,66,65,50
76287,31,65,32
76290,8,65,48
76291,7,65,32
76292,27,65,37
76293,54,65,34
76294,7,65,40
76295,8,65,47
76300,30,65,47
76301,63,65,34
76303,30,65,45
76304,20,65,32
76305,39,65,36
76306,8,65,49
76307,66,65,18
76308,39,65,40
76312,63,65,34
76314,20,65,32
76316,62,65,34
76318,6,65,59
76320,39,65,50
76321,51,65,34
76322,60,65,34
76325,66,65,34
76326,18,65,32
76327,29,65,32
76328,7,65,34
76329,65,65,58
76330,51,65,34
76331,66,65,34
76333,48,65,32
76335,20,65,32
76337,3,65,22
76338,30,65,47
76339,58,65,50
76340,8,65,38
76341,44,65,35
76343,11,65,6
76345,27,65,47
76346,53,65,34
76347,8,65,33
76349,60,65,58
76350,39,65,50
76353,32,65,32
76356,27,65,45
76358,9,65,46
76359,65,65,58
76360,32,65,47
76363,65,65,58
76364,47,65,35
76365,57,65,34
76366,19,65,50
76367,66,65,50
76368,23,65,37
76370,40,65,52
76371,76,65,50
76372,23,65,37
76373,50,65,18
76374,41,65,52
76376,30,65,35
76379,38,65,34
76381,52,65,34
76384,66,65,34
76385,30,65,45
76388,39,65,40
76389,29,65,35
76391,19,65,25
76392,84,65,7
76393,8,65,33
76395,13,65,34
76396,39,65,40
76399,41,65,52
76401,23,65,37
76402,12,65,50
76405,19,65,29
76406,49,65,33
76408,27,65,6
76410,51,65,34
76411,66,65,34
76413,52,65,34
76414,10,65,40
76415,7,65,49
76416,29,65,35
76417,13,65,34
76418,19,65,45
76419,49,65,32
76420,9,65,50
76422,0,65,23
76423,18,65,45
76424,30,65,57
76426,7,65,17
76429,40,65,35
76430,9,65,55
76434,13,65,34
76437,20,65,32
76438,41,65,32
76439,20,65,32
76440,9,65,14
76441,59,65,35
76442,0,65,35
76443,46,65,34
76447,50,65,18
76448,27,65,35
76452,27,65,32
76453,27,65,32
76456,20,65,32
76457,9,65,17
76458,27,65,32
76459,30,65,45
76460,10,65,46
76461,45,65,34
76462,51,65,36
76464,61,65,35
76465,63,65,34
76466,19,65,45
76467,19,65,50
76469,59,65,35
76470,30,65,45
76471,39,65,40
76472,28,65,36
76474,30,65,46
76475,20,65,34
76476,40,65,34
76477,66,65,34
76478,12,65,50
76479,50,65,34
76480,0,65,34
76481,39,65,50
76484,66,65,34
76485,43,65,35
76487,8,65,5
76488,7,65,32
76489,41,65,0
76490,76,65,50
76493,40,65,35
76495,5,65,59
76496,7,65,45
76498,39,65,47
76499,57,65,34
76501,0,65,34
76502,61,65,35
76506,76,65,50
76507,28,65,33
76508,39,65,40
76509,66,65,34
76510,19,65,25
76511,18,65,47
76512,28,65,27
76513,30,65,45
76514,12,65,50
76515,19,65,50
76517,49,65,32
76518,9,65,32
76519,18,65,32
76520,18,65,21
76521,9,65,55
76522,47,65,35
76523,43,65,35
76525,50,65,34
76527,28,65,50
76528,10,65,50
76530,8,65,49
76531,7,65,32
76532,12,65,50
76533,21,65,37
76534,30,65,35
76535,12,65,50
76538,51,65,34
76540,7,65,32
76541,23,65,21
76542,30,65,45
76544,20,65,32
76545,10,65,50
76547,29,65,35
76548,7,65,45
76549,47,65,35
76550,22,65,32
76550,7,65,32
76550,19,65,50
76551,66,65,34
76552,19,65,29
76553,27,65,45
76554,20,65,32
76555,7,65,40
76556,24,65,35
76558,19,65,50
76559,28,65,33
76562,30,65,45
76566,7,65,49
76567,19,65,15
76568,51,65,34
76569,43,65,32
76571,20,65,32
76573,20,65,32
76574,28,65,36
76575,39,65,40
76576,30,65,45
76577,27,65,55
76578,39,65,50
76579,76,65,50
76580,18,65,9
76581,38,65,33
76583,76,65,50
76584,76,65,50
76585,76,65,50
76586,20,65,40
76587,52,65,34
76589,0,65,32
76590,28,65,50
76591,28,65,36
76592,21,65,34
76595,39,65,33
76597,66,65,34
76598,10,65,40
76599,21,65,21
76600,76,65,50
76602,59,65,35
76604,8,65,33
76605,5,65,59
76608,40,65,34
76611,24,65,35
76613,7,65,32
76614,0,65,32
76615,39,65,50
76616,22,65,42
76617,62,65,34
76618,8,65,25
76619,19,65,33
76620,8,65,49
76621,18,65,46
76622,62,65,34
76624,0,65,37
76625,30,65,45
76626,28,65,50
76628,8,65,49
76629,67,65,20
76630,41,65,34
76631,39,65,40
76632,7,65,42
76634,44,65,35
76636,45,65,35
76637,52,65,34
76638,30,65,34
76640,0,65,13
76642,19,65,46
76643,45,65,34
76644,9,65,32
76645,20,65,32
76647,11,65,44
76648,0,65,34
76649,7,65,10
76650,31,65,35
76652,9,65,17
76653,9,65,34
76656,0,65,32
76657,66,65,34
76658,28,65,40
76659,7,65,20
76660,38,65,40
76661,50,65,34
76662,8,65,12
76664,20,65,32
76665,40,65,34
76666,12,65,55
76668,51,65,34
76669,46,65,34
76672,36,65,34
76673,20,65,32
76674,66,65,34
76675,20,65,47
76678,45,65,35
76679,69,65,20
76680,56,65,34
76681,0,65,32
76682,49,65,48
76683,51,65,34
76685,28,65,16
76686,21,65,32
76688,8,65,45
76689,76,65,50
76690,44,65,35
76691,45,65,34
76694,24,65,35
76695,11,65,50
76696,44,65,34
76698,0,65,61
76700,52,65,34
76701,49,65,32
76702,72,65,50
76703,9,65,50
76704,8,65,38
76705,11,65,55
76706,9,65,17
76708,19,65,50
76709,66,65,34
76710,27,65,45
76712,33,65,34
76714,7,65,47
76716,7,65,34
76717,76,65,50
76719,19,65,45
76721,19,65,50
76722,59,65,34
76723,10,65,40
76724,7,65,10
76726,59,65,35
76727,63,65,34
76728,28,65,50
76729,18,65,46
76730,76,65,50
76731,65,65,34
76732,45,65,35
76733,39,65,50
76734,9,65,17
76735,12,65,50
76738,10,65,40
76741,11,65,34
76742,35,65,34
76743,20,65,32
76744,19,65,49
76745,76,65,50
76748,23,65,37
76749,9,65,50
76750,47,65,35
76751,45,65,35
76752,19,65,50
76753,27,65,45
76754,7,65,32
76757,30,65,45
76758,18,65,23
76759,50,65,34
76760,40,65,16
76761,39,65,40
76762,23,65,37
76763,58,65,48
76769,39,65,40
76770,16,65,34
76771,63,65,34
76772,30,65,47
76773,48,65,34
76776,18,65,35
76777,7,65,14
76778,9,65,32
76779,66,65,34
76780,51,65,34
76781,24,65,32
76782,76,65,50
76783,9,65,42
76784,58,65,50
76785,76,65,50
76787,63,65,34
76788,18,65,32
76789,66,65,34
76791,27,65,32
76792,31,65,32
76796,66,65,34
76797,52,65,34
76799,50,65,20
76800,24,65,32
76801,0,65,34
76803,7,65,32
76808,65,65,58
76811,28,65,36
76812,29,65,45
76813,38,65,40
76814,76,65,50
76815,31,65,32
76816,30,65,32
76817,20,65,32
76818,40,65,35
76820,63,65,34
76821,30,65,47
76822,19,65,33
76823,3,65,59
76824,14,65,34
76825,52,65,34
76827,17,65,34
76828,17,65,34
76829,28,65,27
76831,32,65,47
76832,76,65,50
76833,7,65,55
76835,19,65,23
76836,39,65,40
76837,50,65,34
76839,32,65,58
76840,11,65,30
76841,32,65,47
76842,47,65,35
76843,57,65,48
76844,6,65,59
76846,8,65,33
76847,66,65,34
76849,9,65,34
76850,45,65,34
76852,30,65,45
76856,73,65,50
76857,30,65,34
76858,66,65,34
76860,28,65,36
76861,51,65,34
76862,76,65,50
76863,39,65,50
76865,29,65,32
76866,39,65,40
76868,9,65,50
76870,10,65,46
76871,63,65,34
76872,76,65,50
76875,23,65,37
76876,66,65,34
76877,52,65,34
76878,60,65,34
76879,76,65,50
76880,52,65,34
76881,11,65,34
76882,19,65,50
76883,59,65,35
76884,39,65,40
76885,28,65,33
76887,9,65,50
76888,63,65,34
76890,15,65,34
76893,23,65,21
76894,20,65,32
76899,23,65,37
76901,20,65,32
76902,63,65,34
76903,50,65,34
76904,19,65,33
76905,24,65,35
76906,63,65,34
76907,11,65,55
76909,44,65,32
76912,45,65,34
76913,20,65,32
76914,8,65,52
76915,58,65,50
76918,76,65,50
76922,8,65,48
76923,8,65,45
76925,47,65,35
76927,51,65,34
76928,59,65,35
76929,19,65,49
76930,30,65,45
76932,46,65,34
76933,39,65,40
76934,10,65,34
76935,19,65,48
76936,43,65,34
76937,52,65,34
76940,20,65,32
76941,30,65,45
76942,30,65,45
76943,12,65,50
76944,39,65,40
76946,62,65,34
76947,10,65,34
76948,39,65,50
76949,19,65,3
76951,3,65,59
76952,23,65,10
76953,39,65,50
76955,22,65,21
76956,41,65,16
76957,12,65,50
76958,36,65,34
76959,61,65,35
76961,60,65,35
76962,54,65,34
76963,23,65,35
76964,10,65,34
76966,63,65,34
76967,30,65,55
76971,63,65,34
76972,9,65,32
76973,63,65,34
76974,30,65,47
76975,66,65,50
76979,29,65,35
76980,49,65,32
76982,6,65,59
76983,8,65,36
76984,52,65,34
76986,8,65,4
76990,10,65,35
76991,60,65,34
76992,63,65,34
76993,8,65,45
76994,63,65,34
76995,45,65,35
76996,28,65,27
76998,28,65,36
76999,66,65,34
77000,30,65,32
77002,52,65,34
77006,30,65,46
77007,8,65,36
77009,66,65,34
77010,9,65,34
77011,44,65,32
77012,23,65,21
77013,52,65,34
77014,9,65,17
77015,20,65,32
77016,28,65,33
77018,66,65,34
77020,8,65,29
77021,29,65,46
77022,8,65,45
77023,8,65,45
77024,20,65,32
77025,20,65,32
77026,30,65,45
77027,54,65,34
77028,60,65,23
77030,23,65,37
77032,28,65,36
77034,31,65,35
77036,39,65,40
77037,19,65,45
77038,47,65,35
77039,47,65,35
77040,20,65,32
77041,30,65,34
77042,9,65,17
77043,51,65,34
77046,19,65,45
77047,30,65,45
77049,55,65,34
77050,51,65,34
77051,19,65,45
77054,20,65,32
77056,30,65,32
77057,7,65,47
77058,39,65,40
77059,28,65,36
77060,20,65,32
77061,9,65,19
77062,9,65,6
77063,42,65,34
77065,27,65,32
77068,53,65,34
77070,27,65,32
77072,43,65,35
77074,28,65,36
77075,63,65,34
77076,63,65,34
77078,24,65,35
77079,24,65,35
77082,63,65,34
77083,24,65,14
77084,51,65,34
77086,36,65,34
77087,45,65,34
77088,28,65,12
77091,11,65,50
77092,23,65,35
77093,39,65,40
77094,13,65,50
77096,8,65,36
77097,9,65,50
77100,30,65,46
77102,30,65,45
77103,61,65,35
77104,39,65,40
77105,9,65,17
77107,10,65,27
77108,7,65,32
77109,63,65,34
77110,23,65,37
77111,49,65,50
77112,70,65,35
77113,23,65,35
77115,51,65,34
77117,9,65,50
77118,51,65,16
77120,51,65,34
77121,28,65,36
77123,66,65,34
77124,46,65,34
77125,30,65,32
77126,11,65,34
77128,21,65,20
77129,71,65,20
77130,42,65,34
77133,66,65,34
77134,28,65,40
77135,63,65,34
77136,66,65,34
77137,59,65,34
77138,20,65,32
77141,23,65,35
77142,52,65,34
77144,39,65,40
77146,68,65,35
77147,21,65,42
77148,19,65,45
77149,23,65,35
77150,9,65,50
77153,29,65,35
77154,66,65,34
77155,23,65,35
77156,9,65,17
77157,52,65,34
77160,7,65,47
77161,10,65,35
77162,66,65,34
77166,27,65,32
77168,46,65,34
77169,28,65,36
77170,66,65,34
77172,39,65,50
77174,76,65,50
77175,32,65,34
77176,0,65,56
77177,43,65,32
77178,30,65,32
77180,29,65,45
77181,20,65,32
77183,66,65,34
77185,22,65,14
77188,20,65,34
77190,28,65,27
77191,7,65,47
77194,45,65,34
77195,45,65,34
77196,45,65,34
77197,19,65,45
77199,28,65,40
77200,66,65,34
77202,37,65,34
77204,20,65,32
77205,24,65,32
77206,53,65,34
77208,53,65,34
77209,51,65,34
77211,29,65,32
77212,28,65,36
77215,23,65,21
77217,45,65,35
77218,74,65,18
77220,27,65,32
77221,19,65,45
77222,23,65,35
77224,9,65,17
77226,24,65,35
77228,49,65,33
77230,60,65,34
77231,19,65,45
77232,46,65,34
77233,30,65,46
77234,39,65,40
77236,53,65,34
77238,37,65,34
77239,40,65,16
77240,23,65,35
77242,19,65,25
77244,9,65,50
77245,36,65,34
77247,54,65,34
77249,19,65,45
77251,14,65,34
77252,19,65,33
77253,43,65,35
77254,19,65,49
77258,12,65,50
77261,3,65,59
77262,45,65,35
77266,20,65,32
77267,39,65,50
77269,60,65,35
77270,24,65,51
77273,23,65,37
77275,43,65,35
77276,8,65,37
77278,76,65,50
77281,19,65,46
77282,7,65,46
77284,9,65,35
77285,18,65,45
77286,28,65,52
77287,19,65,45
77291,47,65,35
77292,53,65,34
77293,19,65,46
77296,9,65,50
77299,52,65,34
77300,17,65,34
77304,0,65,63
77307,40,65,34
77308,76,65,50
77309,38,65,52
77310,31,65,35
77311,9,65,55
77312,29,65,57
77314,6,65,59
77315,54,65,34
77316,30,65,46
77317,26,65,35
77319,21,65,52
77320,40,65,32
77322,19,65,46
77325,28,65,12
77330,49,65,33
77331,76,65,50
77332,0,65,63
77333,8,65,47
77335,55,65,34
77336,10,65,35
77337,6,65,59
77338,28,65,30
77339,46,65,35
77342,0,65,63
77343,42,65,35
77344,41,65,35
77345,66,65,34
77346,49,65,32
77347,47,65,35
77348,41,65,35
77349,19,65,46
77350,20,65,37
77353,19,65,45
77354,0,65,63
77355,0,65,63
77356,0,65,63
77357,32,65,47
77360,21,65,21
77361,19,65,57
77363,0,65,63
77365,20,65,40
77366,73,65,50
77369,18,65,40
77372,45,65,35
77373,10,65,35
77377,5,65,59
77378,27,65,34
77379,9,65,34
77380,0,65,63
77381,59,65,35
77383,20,65,40
77384,30,65,32
77386,66,65,34
77388,74,65,7
77390,19,65,46
77392,66,65,34
77393,18,65,45
77395,60,65,18
77396,30,65,35
77399,59,65,7
77400,9,65,18
77403,32,65,34
77405,51,65,7
77406,39,65,50
77407,10,65,40
77409,0,65,63
77410,9,65,55
77411,63,65,34
77412,20,65,47
77413,19,65,45
77414,9,65,16
77417,8,65,25
77419,20,65,37
77422,0,65,63
77423,0,65,63
77424,1,65,60
77425,19,65,50
77426,49,65,48
77427,40,65,34
77428,28,65,52
77429,0,65,63
77432,21,65,35
77433,63,65,34
77435,21,65,37
77437,11,65,50
77438,45,65,35
77442,42,65,34
77444,27,65,32
77445,29,65,35
77446,4,65,59
77447,0,65,21
77448,47,65,35
77449,62,65,34
77450,19,65,50
77451,9,65,55
77456,8,65,29
77459,45,65,35
77460,47,65,35
77461,9,65,35
77462,39,65,40
77463,9,65,58
77466,47,65,35
77467,38,65,35
77468,0,65,63
77469,19,65,41
77470,76,65,50
77471,7,65,32
77472,19,65,33
77473,19,65,50
77474,63,65,34
77475,66,65,50
77480,9,65,44
77482,66,65,34
77484,17,65,34
77486,8,65,36
77487,19,65,46
77489,19,65,25
77493,12,65,50
77494,7,65,55
77495,76,65,50
77496,20,65,20
77497,0,65,63
77498,19,65,50
77499,38,65,47
77500,40,65,34
77501,51,65,34
77502,11,65,50
77503,9,65,35
77505,8,65,12
77506,8,65,37
77509,66,65,34
77512,7,65,35
77513,66,65,34
77515,11,65,0
77516,39,65,50
77517,20,65,14
77518,66,65,34
77519,30,65,35
77520,45,65,35
77521,31,65,35
77522,7,65,32
77523,43,65,35
77524,41,65,35
77525,19,65,46
77527,23,65,37
77528,27,65,33
77529,76,65,50
77530,19,65,46
77531,47,65,35
77535,39,65,50
77536,19,65,12
77537,0,65,63
77538,76,65,50
77539,1,65,60
77540,9,65,58
77541,12,65,50
77545,47,65,35
77546,30,65,47
77548,55,65,34
77552,12,65,55
77553,47,65,35
77554,8,65,49
77556,66,65,34
77558,44,65,35
77559,19,65,50
77560,19,65,45
77562,23,65,10
77563,0,65,34
77564,60,65,23
77565,45,65,35
77566,29,65,46
77567,10,65,35
77568,39,65,50
77570,0,65,35
77571,8,65,33
77573,63,65,34
77574,12,65,50
77577,52,65,34
77579,19,65,50
77583,9,65,35
77586,73,65,7
77587,19,65,58
77588,39,65,50
77589,28,65,37
77590,50,65,34
77592,30,65,45
77594,21,65,37
77595,27,65,32
77597,66,65,34
77601,39,65,50
77604,45,65,35
77606,76,65,50
77607,41,65,35
77608,20,65,6
77609,39,65,50
77610,39,65,50
77611,12,65,50
77612,47,65,35
77613,38,65,35
77614,7,65,32
77616,29,65,47
77617,76,65,50
77618,39,65,50
77619,40,65,16
77620,63,65,34
77621,5,65,59
77622,31,65,35
77625,45,65,34
77626,19,65,50
77629,0,65,63
77630,0,65,35
77631,58,65,48
77632,47,65,35
77633,28,65,36
77635,0,65,33
77636,21,65,28
77638,63,65,34
77641,52,65,34
77642,0,65,33
77643,39,65,36
77644,11,65,55
77646,32,65,47
77647,18,65,14
77648,0,65,63
77649,19,65,41
77650,12,65,50
77651,12,65,50
77652,9,65,51
77653,66,65,34
77658,5,65,59
77659,9,65,50
77660,23,65,37
77662,39,65,40
77666,9,65,35
77667,68,65,58
77668,76,65,50
77669,41,65,52
77670,19,65,50
77673,0,65,33
77674,9,65,55
77677,27,65,32
77678,66,65,34
77679,7,65,12
77681,28,65,33
77682,66,65,34
77685,60,65,35
77686,43,65,35
77687,6,65,59
77688,21,65,13
77691,43,65,35
77693,20,65,47
77694,7,65,32
77695,68,65,35
77696,19,65,50
77697,7,65,32
77698,45,65,35
77699,66,65,34
77704,66,65,50
77705,63,65,34
77707,0,65,48
77708,44,65,35
77710,39,65,50
77711,63,65,34
77714,20,65,32
77715,1,65,56
77716,43,65,34
77719,21,65,52
77724,29,65,45
77725,32,65,58
77726,9,65,32
77727,7,65,37
77730,0,65,63
77731,0,65,63
77732,63,65,34
77734,10,65,34
77737,20,65,40
77739,29,65,45
77741,39,65,58
77743,47,65,35
77744,19,65,48
77746,19,65,4
77747,19,65,27
77748,36,65,34
77751,27,65,32
77753,21,65,14
77754,10,65,35
77755,19,65,46
77756,7,65,47
77757,0,65,63
77761,30,65,46
77763,65,65,58
77764,0,65,63
77765,40,65,34
77767,24,65,35
77769,0,65,63
77771,7,65,32
77773,38,65,40
77774,19,65,50
77775,39,65,50
77776,51,65,36
77778,47,65,35
77780,39,65,40
77783,20,65,37
77784,41,65,35
77787,31,65,32
77788,17,65,34
77789,8,65,38
77790,9,65,34
77791,27,65,47
77793,11,65,51
77794,52,65,34
77796,9,65,35
77798,0,65,35
77799,54,65,34
77800,24,65,35
77801,8,65,49
77802,7,65,17
77803,74,65,50
77805,63,65,34
77807,39,65,40
77808,39,65,40
77810,19,65,48
77813,47,65,35
77814,8,65,52
77815,20,65,32
77817,12,65,28
77818,20,65,40
77819,41,65,34
77821,19,65,50
77823,53,65,34
77824,19,65,45
77825,8,65,36
77828,23,65,35
77829,45,65,35
77831,30,65,45
77832,6,65,59
77833,47,65,35
77836,20,65,32
77837,39,65,47
77839,11,65,50
77843,7,65,47
77845,41,65,35
77846,45,65,35
77848,28,65,33
77849,39,65,40
77851,0,65,34
77853,6,65,59
77854,29,65,34
77856,7,65,0
77857,83,65,34
77859,28,65,33
77860,72,65,50
77862,66,65,34
77863,19,65,25
77865,19,65,33
77867,38,65,50
77870,27,65,16
77872,8,65,49
77874,5,65,59
77876,11,65,34
77879,19,65,45
77880,28,65,0
77882,20,65,20
77883,32,65,47
77884,9,65,41
77886,8,65,33
77887,54,65,34
77889,9,65,34
77890,47,65,35
77891,9,65,32
77892,19,65,46
77893,47,65,35
77894,76,65,50
77896,41,65,52
77897,59,65,34
77900,0,65,4
77901,7,65,50
77903,30,65,55
77905,8,65,38
77906,39,65,36
77907,30,65,45
77908,24,65,32
77909,20,65,32
77910,23,65,37
77911,7,65,25
77912,45,65,34
77916,21,65,20
77917,7,65,20
77918,30,65,45
77919,8,65,47
77920,8,65,49
77921,0,65,34
77922,8,65,33
77923,0,65,50
77924,66,65,34
77927,22,65,42
