Node,Y
28158,48
18676,32
11258,7
82989,32
63354,34
44937,35
25655,34
10080,35
18169,35
103392,34
31076,9
9204,35
41641,34
80340,34
30527,34
88374,34
96597,32
61733,34
26679,35
100669,34
104226,34
67955,35
90001,32
4939,34
42878,34
70204,14
40610,40
75769,56
26953,34
55134,34
83550,32
47113,34
81079,10
37061,34
39866,35
84499,34
104714,34
53190,34
91681,50
52616,50
13899,30
94421,7
94355,14
95886,34
46288,35
32790,34
30554,16
8469,35
33622,35
4953,40
30190,35
9930,35
74128,48
54166,16
89141,34
98256,35
54555,18
38479,48
38230,50
83018,34
67144,34
18241,33
72405,35
93980,7
8353,34
94818,46
9700,50
68454,14
15755,34
67958,35
17329,20
13174,18
79931,34
28751,32
76873,50
79085,45
91346,34
40054,35
80904,34
61270,50
50248,34
61579,34
100800,7
59441,34
13948,32
23788,34
101351,42
3970,34
44339,34
105390,34
55260,34
51432,33
95400,35
7327,50
4587,34
12267,55
52190,34
78347,34
98615,32
69237,0
34903,34
6298,34
106216,48
12763,34
57643,35
32208,34
14585,37
4193,45
45314,34
72069,50
29898,40
24546,0
31811,50
26799,37
18721,32
19750,30
41525,37
60801,32
44974,34
22588,35
65809,40
62852,34
10820,35
76886,33
39107,34
10124,34
69921,33
46577,34
89775,35
74385,34
23267,34
50423,32
84310,34
72750,34
12235,32
105112,56
47731,50
44517,50
7543,34
16512,0
16805,30
76654,34
44328,37
76969,0
16826,35
19702,34
59632,37
64536,34
4011,21
68495,7
13692,30
40682,35
69184,50
20465,30
102971,34
26886,35
65103,34
21356,33
87575,34
17474,34
79609,50
65239,35
4781,34
21260,34
1663,42
67861,37
43086,50
63466,34
101597,34
103460,34
53478,34
25857,37
25650,46
50210,50
72259,35
5678,20
88393,37
80163,49
20482,35
11285,50
43239,46
84851,34
78989,34
94354,35
9909,34
77323,34
106724,50
15328,35
82611,50
36351,25
70201,50
61131,35
47202,34
38917,48
96385,34
57541,34
40410,40
89627,46
17299,34
32607,20
66803,46
88247,34
25558,34
75827,50
55391,35
13822,30
73241,35
78690,34
68461,45
54869,35
11596,34
92022,40
26025,52
90621,50
19146,35
4634,37
63506,48
65415,34
64895,46
37250,37
99217,48
52351,34
14164,35
46253,21
28391,35
96071,35
21401,50
41904,34
75301,18
154,32
104286,34
9540,32
39683,34
1916,34
39274,0
104054,35
90247,40
49609,37
95535,40
97756,40
57664,50
89212,34
76798,34
66843,0
57597,34
79589,45
75223,35
29268,7
55783,35
93858,32
102891,34
16104,35
76344,34
49441,32
6031,32
37143,34
24779,35
5837,33
23562,34
12685,35
374,48
74470,35
26877,32
58425,34
46538,34
38721,34
36716,35
17744,35
59637,34
18787,34
71146,38
34702,34
21933,0
74,35
89200,34
66440,40
85298,34
46566,35
85242,34
38400,34
5237,34
59722,35
5671,42
6393,34
60237,50
40036,42
102450,20
66284,34
46372,50
46230,37
29946,34
92418,37
30315,34
20788,0
106527,34
82907,50
79044,50
13346,50
77953,34
47640,34
5020,40
42014,34
74613,35
83803,34
94567,7
44806,35
13606,35
12934,34
70494,34
70047,34
13768,34
87953,34
31194,37
78126,34
52581,35
2568,34
23295,0
5866,35
96624,34
4394,17
30760,40
65932,34
92286,35
43379,46
48136,34
62468,35
46312,34
5142,52
44065,34
78835,18
30365,34
64404,55
98018,0
23677,35
79384,40
86400,34
104962,56
3377,59
45527,46
89686,40
101076,34
56552,40
65708,35
55604,35
80500,34
34283,34
59689,34
33272,34
97054,50
92600,40
99832,48
68346,35
43309,50
26776,34
57151,50
16266,35
29848,34
44172,50
69584,34
36843,21
70484,40
4990,35
714,35
93972,34
64952,34
50337,34
81901,34
85584,34
69040,34
65312,34
92677,34
41651,46
67854,0
39675,34
68445,46
53369,37
61182,32
100869,35
60995,4
21222,35
49228,34
49734,34
26380,0
16317,35
63238,50
59308,34
11648,30
24015,35
98338,34
57435,40
68361,35
51880,34
67809,50
103232,37
27138,34
61406,32
80409,34
58701,17
15055,32
59977,37
1711,34
58372,32
33549,34
77777,50
106021,34
99514,18
52177,34
24505,48
64427,35
54211,32
53208,45
102287,35
38685,34
51946,36
3390,34
100360,35
74002,34
29274,46
102651,34
73267,36
63148,35
66039,34
38214,35
12536,34
42405,34
99869,34
91733,50
88188,32
97023,46
68383,35
68414,34
20407,35
16281,35
53960,35
567,34
100206,34
73505,58
18526,34
36103,35
47052,35
7888,34
1482,50
21155,35
20668,34
96231,46
99591,35
39157,21
26813,0
57446,32
92547,34
101607,50
32264,40
72466,7
35519,7
89263,35
45092,35
2403,35
84313,37
317,35
103547,50
36264,32
83190,40
66941,32
7007,34
23022,50
84084,15
99632,32
7704,34
74211,48
87659,35
105410,50
40024,45
43057,40
68308,34
76038,35
94615,34
50244,35
30948,37
22539,37
8009,47
35404,7
102423,17
81755,34
64477,0
27918,34
99778,32
26819,35
30458,34
96703,7
67401,50
105093,37
92172,45
90969,40
10413,35
93852,10
41425,33
36854,7
35441,34
38964,32
5017,7
90662,34
65751,40
15249,35
74091,34
36486,32
25084,34
106621,32
40021,20
5184,50
98776,50
83424,38
66407,34
29592,0
101584,46
64323,40
69298,10
59178,32
14914,35
105528,40
71194,32
82310,32
60628,3
105099,34
16673,48
77689,34
1190,34
102933,37
46828,34
11052,34
22401,33
62220,0
20174,0
58017,46
16793,33
65893,58
43231,35
20022,35
60054,34
23923,34
66482,34
84572,41
34783,47
27908,34
99680,32
34405,34
68743,32
16291,34
54499,49
48965,34
63778,35
33785,7
41342,34
61391,34
66785,37
42714,50
74464,34
84858,41
65319,46
83165,35
91611,34
42853,35
73270,56
106327,48
58678,0
92275,7
41960,35
22427,35
70695,34
65761,34
77203,35
91469,34
84558,50
83323,35
55770,50
47370,35
7664,34
8571,34
56229,34
70557,40
25842,34
82873,34
22624,35
31073,34
38944,34
88027,18
104457,35
2010,47
56303,34
47094,34
11060,34
13907,35
99471,34
49306,32
91753,32
4532,0
51760,34
56544,56
89174,48
92396,45
64812,34
2276,50
27733,48
34541,42
5545,40
5211,58
71930,34
42799,35
93752,32
93254,0
58145,34
65752,37
103240,34
91190,34
48932,34
21154,34
15161,35
43941,35
28359,34
31688,35
4942,34
60077,1
22938,34
99649,34
83793,41
105222,35
78494,35
59679,34
39242,34
1038,33
15677,32
20995,40
31829,34
48413,35
65501,37
18065,32
82755,50
17003,35
23728,34
49379,50
3304,34
91145,7
99223,27
14880,34
29623,34
36067,40
11933,40
56741,34
42562,42
53946,34
31454,34
96773,25
28907,50
70337,37
46684,32
97721,34
40398,34
70829,35
73074,35
70286,35
37988,19
22102,7
7511,34
55973,34
71413,32
35747,34
10083,35
24914,0
104610,37
16424,34
92836,40
65978,34
106686,40
77069,35
50446,35
5895,34
82184,50
69977,35
61099,34
72865,35
59712,37
99548,7
66178,40
47236,35
31393,37
76056,55
19432,35
96505,34
78517,35
46736,56
64417,34
37587,7
72252,36
59311,34
11104,35
5533,34
52366,50
62716,34
71956,34
92380,32
44119,34
22125,35
76354,34
76897,37
36604,58
65490,42
73314,34
69254,35
83701,32
19385,34
4566,34
72723,45
62814,35
60538,34
6985,32
28540,36
38338,40
61488,35
62887,35
2333,41
94859,34
104095,36
44018,46
104289,49
17022,35
50060,34
35530,7
16712,30
68100,40
52242,34
10246,35
91597,14
65884,34
74154,34
642,35
42805,35
60086,50
64590,32
101682,34
36066,35
5516,34
100681,34
10021,35
6258,0
2606,34
41355,37
89031,34
4459,34
72165,34
98936,34
75587,36
56633,37
77321,32
103090,34
19058,35
48750,21
84141,50
54373,34
85798,34
104461,34
97762,34
57612,34
97312,34
68807,36
104064,37
34413,50
46904,34
35352,12
83339,41
28901,27
78445,34
58646,37
73907,32
57268,34
70876,58
41715,0
20814,32
97749,32
69278,34
9760,35
90646,7
97260,59
62720,38
85089,34
35773,34
76848,41
8802,55
3473,34
8273,32
23528,34
31784,34
93085,7
93501,34
46471,34
57571,32
36776,32
100805,34
92190,50
35234,48
86678,35
68109,35
10082,35
13147,35
15163,34
67880,35
71834,35
79343,32
36343,34
25958,30
84687,32
64385,34
81374,34
83720,40
25632,35
43897,34
58667,0
14090,34
7278,34
92935,7
10456,50
14309,29
18267,34
40842,34
84790,50
45308,50
88368,35
59227,0
32663,34
26918,35
101301,35
92354,34
85628,35
103174,8
30122,35
43467,18
6653,34
93289,34
7259,40
84529,41
17772,34
48921,32
54652,46
18391,37
35251,34
19956,34
52479,35
34644,35
9878,34
76494,48
40391,50
82740,34
14904,30
37614,21
8371,35
91992,34
16121,35
102799,20
8983,35
22316,0
103941,35
52777,34
23647,34
23815,32
42367,7
19296,35
37954,32
12666,34
69466,34
93788,40
87794,34
40604,41
28532,33
9767,7
6633,34
75936,35
41150,32
50483,34
241,0
40197,34
73076,35
84688,35
15949,47
22293,34
23363,7
17147,55
8666,34
102276,34
52846,34
74679,40
49641,50
7863,50
39291,37
55990,56
42267,50
93749,34
34897,34
11088,7
25154,0
56072,35
91005,34
80857,7
3208,34
95419,48
63597,34
54119,50
81500,34
17092,37
70414,34
75132,34
23655,34
7183,9
75667,52
35534,7
82463,35
26405,35
2086,37
84997,40
36509,34
46488,32
57796,34
76247,34
63273,37
100648,50
89088,34
9960,34
8040,37
18762,34
69131,35
21886,34
10651,32
79933,35
47568,34
19078,34
622,34
32458,7
33922,0
6714,35
83325,19
34191,14
41438,35
44138,7
40060,50
70214,32
77772,40
88534,35
40205,47
33675,50
26675,34
41067,18
67641,34
52971,34
21605,50
63590,34
77305,50
33508,50
30436,50
29324,37
3274,34
93550,56
60561,50
29763,34
68218,35
18231,35
76543,34
37383,34
9280,34
7163,33
65168,34
72125,35
85609,35
81795,35
69118,45
37314,7
35993,40
44967,45
87902,35
96173,7
87562,33
27132,7
46564,50
84235,34
71330,34
100338,34
43398,34
54586,35
15093,34
88100,34
27225,50
23432,35
76310,50
71368,50
24483,35
46950,32
50157,37
7746,34
67193,34
6309,35
20355,34
18952,52
33141,0
72979,7
82806,50
9438,35
93690,46
102474,56
2174,34
83718,38
73414,35
63459,50
44456,46
25195,35
66064,34
35489,7
17520,45
61371,34
61059,50
77656,35
40305,21
68365,35
98175,7
8305,14
32091,34
67513,16
86203,7
83676,3
84937,41
34272,34
24667,0
105555,41
106681,34
56451,34
60359,34
29247,35
59005,32
78731,49
105308,7
24005,35
9056,35
104123,34
99813,34
106514,34
87915,34
29327,34
96128,34
90798,34
71210,34
22019,37
51217,34
67700,35
11664,35
77490,34
67977,38
30914,0
50207,35
40555,50
81047,37
826,37
26961,33
93817,34
99832,48
68114,34
67701,34
34479,37
93159,34
105724,34
51029,12
7903,40
5111,34
31183,33
34143,34
26194,35
104641,56
43037,34
25637,33
68593,32
58415,34
94248,56
29445,0
25854,32
46221,7
54162,32
56056,36
43621,47
81560,37
28237,0
62177,35
65927,34
29840,34
27390,47
48357,34
46195,32
71003,34
97373,34
40791,35
66172,15
95160,50
93341,34
101585,35
43629,9
26259,35
27584,37
82761,45
46455,34
23839,34
103160,34
2487,40
102624,34
62426,34
22381,34
54897,34
85546,34
5736,32
15639,34
26381,35
75143,32
2914,48
79401,32
69505,34
10463,34
100206,34
2478,35
11565,34
91405,29
70405,34
42349,35
42694,50
43047,34
13108,27
12583,34
89217,50
54935,35
96053,35
43362,50
4008,34
62794,50
31255,34
66655,51
83257,41
9839,35
105231,35
46413,34
106398,34
56257,56
34120,32
22559,35
10495,34
66772,34
96289,40
89184,34
34959,41
68477,35
31758,57
33111,34
50594,10
53683,34
60865,34
60731,0
92515,34
69059,40
76433,34
23631,37
15557,34
45437,34
12208,35
35044,0
48082,37
4969,51
50588,34
75753,38
10010,35
96108,27
93079,37
16051,34
63508,35
98696,17
36338,34
47339,25
93485,35
31469,50
27626,45
32755,18
14384,34
3699,35
72264,35
23810,35
78987,34
106068,42
3736,16
29156,34
56671,46
32561,48
30873,35
16470,35
97829,34
65730,35
6521,17
56016,25
91241,35
83149,35
62863,50
38321,45
62592,34
89390,7
85459,35
78201,34
4411,34
15787,34
47389,34
65939,40
96813,35
38579,7
78679,34
64107,35
103910,34
33253,34
42925,35
21176,0
37321,37
21931,37
30016,33
63078,34
18246,32
40067,34
55079,35
101514,32
72631,33
102102,34
72761,34
19317,35
73208,32
76425,45
22883,25
9872,40
66220,34
71509,35
97745,34
92598,32
106354,40
96664,7
60545,0
94495,34
49849,32
65029,35
98396,55
63488,34
32950,18
50977,34
39060,50
77029,34
83097,35
83713,1
19800,35
39510,34
39294,33
21244,34
96084,55
25602,35
12467,27
85680,55
7378,34
101386,48
95631,35
60515,34
14538,35
12623,34
66707,33
83163,45
53062,35
47943,34
69778,34
98587,38
79296,33
98723,34
67556,34
103911,50
13666,35
68426,34
68748,7
8736,35
12676,35
38316,32
58918,28
106130,32
86386,34
11051,35
92016,7
81251,34
1149,34
100397,45
85006,35
42374,34
21325,50
16261,35
23117,35
45017,33
82200,33
101623,5
82159,37
103555,34
65404,34
26246,34
59758,34
35341,34
26415,35
66100,32
67217,32
47809,50
43932,35
56737,50
91378,32
17337,34
89313,0
67486,50
54892,35
59946,32
8428,35
83056,34
48214,34
25183,35
60458,34
12381,33
88802,34
25324,34
11939,45
78297,32
2231,34
102302,32
14414,34
60199,35
8474,35
15751,34
22068,34
76112,0
73978,35
13291,34
42987,50
101358,34
101824,35
18161,34
39450,50
49114,45
101581,32
7988,47
80639,32
103487,34
92363,40
4484,58
94430,50
78683,11
20795,34
91529,35
93746,50
66828,48
89069,34
17475,37
92679,7
12573,35
48888,34
23463,40
5605,34
50418,34
10614,32
98401,34
6784,58
32247,34
80193,35
37949,34
89668,50
16958,35
70075,35
84213,14
91868,40
15468,35
47910,34
71154,35
29588,34
100746,32
80556,34
62630,0
18647,34
10326,35
7999,34
84327,34
33165,50
2798,34
27928,35
54448,50
54224,34
52030,34
15505,14
78315,34
7838,10
48489,34
13006,45
85035,34
34241,36
41201,34
70576,34
82679,34
6493,34
14006,34
59557,35
11160,35
71482,34
87635,35
14632,35
59188,34
31591,34
1225,34
53582,34
60630,9
98879,34
54728,34
80700,21
93320,34
72707,34
59090,23
44976,36
39204,50
97064,34
16041,34
81242,36
93610,40
1433,34
71860,7
38180,34
74066,55
27097,32
59417,35
42885,46
77967,32
70553,7
3905,34
57014,32
71918,28
82180,34
7359,34
39573,34
19694,30
44713,35
60902,50
63948,35
27481,7
4423,0
11410,32
37502,35
12205,7
95180,34
49949,34
32051,40
19753,35
29214,45
35067,34
37819,36
86537,34
42639,34
69301,35
46089,7
3526,37
50841,32
42591,34
96087,50
103839,58
59021,33
66774,34
9451,30
50068,7
80514,34
25775,16
74062,32
55954,32
3396,21
12418,52
93613,50
10001,35
65927,34
84338,34
92405,34
12455,32
24379,0
41885,33
55795,34
22033,34
100175,34
85531,34
48617,35
35249,32
7384,34
706,0
76755,37
21179,32
79327,49
53543,50
33159,7
17565,40
98483,33
88486,34
61382,56
67987,14
92451,32
46396,34
85009,34
100373,34
77939,21
72408,47
10995,35
81007,35
46868,60
81547,37
67040,34
33429,34
56180,56
76378,34
95972,35
90826,37
69440,35
15569,30
92717,32
34587,34
86387,35
44960,33
34778,40
95702,34
82174,34
48678,34
6980,7
3915,32
58987,32
11810,34
53716,16
22838,34
81030,34
44472,35
86350,35
1380,48
86499,34
31571,48
9082,35
81231,34
84747,50
13711,35
51121,50
53531,50
78067,37
90796,7
99581,59
48504,34
11549,34
17156,40
66184,34
22165,35
63900,35
39436,35
44213,34
27734,17
10581,35
65153,35
53141,52
53645,34
20122,34
80434,34
43115,34
35052,32
24502,0
90913,42
31545,6
84732,50
57191,35
59724,35
11877,34
66156,35
32801,34
92389,7
46315,35
37597,34
60726,34
24604,42
106694,37
99974,34
8654,35
84714,12
105611,35
56441,56
70477,35
14560,0
80643,34
61372,34
30818,34
7952,34
42547,50
95478,41
89136,32
88649,35
7809,34
98930,55
75335,40
99664,35
558,32
33833,40
33196,34
46898,32
55947,34
21626,35
69984,41
82305,7
50626,10
51341,45
98246,35
53800,34
93917,37
33688,34
58452,45
74603,34
26825,0
73283,33
45160,32
91020,50
98243,35
64529,35
102715,36
44033,10
70609,46
74892,0
945,7
6747,34
2916,21
101282,34
73383,34
20146,34
20783,51
12776,34
80375,50
37453,7
97929,7
95071,55
58138,32
38239,34
24626,35
35095,40
92301,32
35729,37
28088,34
92910,37
49385,50
18856,34
41123,9
81337,40
11626,52
103285,34
96772,0
44240,35
21273,34
65219,32
15433,45
105421,34
72412,33
75520,35
2933,35
84841,34
94785,34
45724,34
36961,7
8557,34
16847,0
49781,34
72932,35
15487,34
67508,50
52489,55
20091,34
30920,34
48666,58
105793,35
30444,34
60566,37
96860,10
58323,34
42233,7
84960,34
68589,35
77928,50
41314,50
15995,35
68184,40
102448,55
54965,34
26254,47
23957,35
19812,35
22065,35
34254,14
70597,0
58981,34
61294,37
1791,34
32280,35
72862,35
99948,34
10167,27
85025,34
22763,34
84645,50
28996,35
31212,7
103746,34
62046,50
59684,37
64352,0
74596,35
30218,50
34609,34
106410,34
61719,35
79628,34
56820,34
94005,55
55775,35
106592,32
48221,50
1002,46
72879,34
59323,34
86866,34
50972,34
10176,32
86025,34
104264,34
9581,27
10994,28
41028,3
93618,32
1807,59
48517,40
51876,50
33805,34
103265,35
12505,34
80031,37
85821,34
42309,55
35300,34
61801,34
4072,34
55335,50
74693,34
98891,50
61889,35
88933,34
2100,35
58431,32
33162,34
98160,7
63875,40
83764,35
72852,25
25488,35
78000,7
97052,7
68575,36
68028,34
63493,35
72741,32
50791,51
96077,36
68404,34
13509,33
46740,34
2999,40
47479,35
37601,34
38889,35
44117,50
54274,35
87203,50
71862,34
14685,33
106665,42
85353,50
44963,36
59692,37
13314,35
105530,34
33176,51
84049,34
64461,34
85911,35
17889,34
103426,32
85751,34
35273,37
63715,35
18007,35
24845,50
58600,37
9317,34
31856,57
34998,50
12642,0
23672,35
93146,35
52982,34
74362,35
19537,35
63144,34
85723,48
87734,34
9891,35
62413,18
96037,34
84332,34
48740,33
35584,34
41480,34
94117,32
31476,37
37208,40
12558,35
20098,32
39841,37
51711,35
87626,50
91487,40
72517,34
9449,27
91359,34
17013,18
72152,34
53573,35
29359,7
81520,34
71767,34
82580,32
52288,33
6109,0
6202,17
74901,34
27555,50
31412,34
70499,40
33073,34
39587,50
46729,17
103849,32
33930,34
79964,36
12421,35
10920,34
67708,34
61679,34
24428,34
63237,34
17762,35
81571,34
76272,34
97638,32
63761,34
16406,34
41991,40
55705,45
56663,51
88581,41
6729,0
61991,36
30085,32
13500,37
75616,34
65591,50
81516,45
64921,40
95834,48
49645,50
30262,37
31023,20
50693,34
64594,34
100147,35
97290,46
95099,34
82484,50
14833,35
105865,32
97139,59
100653,50
101398,55
64207,34
63383,37
29487,55
59521,34
51150,34
85792,34
105401,7
104129,34
75832,33
95957,34
22702,2
78799,38
100648,50
2909,48
94526,33
74991,34
1422,37
66854,50
45938,34
88032,41
68405,34
56631,35
38548,17
69743,34
47281,34
1965,34
60194,37
3997,33
90339,34
69955,34
23481,34
27139,48
76786,50
100768,34
69282,33
99843,34
24476,32
41048,35
28581,34
3960,34
85087,35
74460,34
100179,34
7004,34
59309,33
85837,35
53749,34
80118,34
51290,37
45873,32
4643,34
27329,34
24750,0
19355,35
22396,34
82538,1
51970,34
18096,33
101653,34
3894,37
67846,34
99232,35
65767,34
30435,34
65164,34
32956,34
74136,48
84523,21
6774,37
44104,35
35479,40
18516,34
27071,34
106080,34
89130,34
77064,34
43196,50
49083,35
74661,0
66817,37
63408,35
17016,32
100634,34
100668,46
873,34
66375,50
34302,50
4095,35
71771,34
27816,34
54318,35
71739,40
36275,7
49721,37
77265,28
81554,35
105045,34
30005,50
36355,17
25648,35
100289,50
19510,35
56545,45
6331,34
29918,35
101043,34
54297,34
81744,40
42176,34
25752,35
38540,32
14923,34
48659,10
18017,34
86870,34
66503,37
72982,34
58901,35
83420,34
23582,34
73588,35
98052,58
50116,34
36256,32
3656,37
54705,46
35616,50
39681,33
78212,34
93402,35
24689,0
55035,50
59737,50
45064,48
71901,7
73816,34
48339,9
92400,37
48212,42
21758,35
73560,34
8143,14
95549,17
9222,34
52461,35
5698,34
83983,37
7231,34
1822,7
94243,34
11917,34
50735,46
80264,45
75202,32
29459,50
15119,30
28278,40
5429,34
52662,35
37432,35
98880,50
66404,34
1050,37
56117,37
5335,34
28612,34
96939,40
85882,34
9359,18
54479,34
48217,34
57948,34
85309,34
62164,37
90905,14
87239,35
72981,35
83025,34
103223,35
78498,45
93137,7
13440,34
51686,34
6698,34
12270,34
8451,35
89537,48
38983,35
65824,32
68206,35
70611,52
84061,7
4396,34
83800,40
13041,55
97085,45
62652,37
47108,35
38034,40
41490,50
47414,34
18684,0
8792,34
22739,0
664,34
11289,30
12588,32
5140,34
10962,35
20505,35
94834,34
106011,35
95222,7
65601,0
70379,35
85262,40
99239,34
64431,34
47215,21
44445,18
103238,46
20454,35
94346,34
90434,40
46864,0
70403,35
93311,33
9304,35
59368,50
100377,36
14892,30
59658,32
75718,35
93697,34
84976,34
44234,34
77207,32
25022,34
96159,34
25561,0
77280,46
1311,21
45945,34
16984,34
63862,35
6111,58
52225,37
76010,35
70274,16
100791,34
60430,34
43991,35
67617,0
56328,35
104340,10
52364,12
93170,40
28094,35
86028,37
65986,16
31769,57
101255,19
84465,44
20144,34
8187,50
81990,35
99701,23
31275,48
81196,36
22032,35
36412,34
42393,20
43805,45
62539,38
94458,32
2858,35
16704,30
71746,35
99843,34
52775,34
18601,35
99875,34
58466,46
3910,50
75535,34
76805,46
93169,37
16621,34
4177,34
61133,34
85175,41
19418,34
18350,35
79337,35
50050,34
56333,56
23710,35
48486,34
42862,35
59366,34
11123,35
99136,32
43787,30
106504,35
33100,51
66131,34
80889,41
76421,34
35121,34
75255,34
83774,52
99327,35
75257,34
1748,41
21049,50
41648,50
93118,35
45642,34
72648,7
73945,34
101166,34
35744,50
101124,37
85890,32
30537,50
86402,50
31387,34
102817,34
51502,34
78462,34
24090,35
52134,46
43024,35
24121,34
4490,34
9260,34
103412,9
40320,21
74193,34
20483,17
636,34
97310,34
60817,37
22705,34
49318,34
87783,35
65661,33
83436,34
62496,0
42600,40
37853,34
3977,50
15777,34
66895,34
63523,34
69967,10
49431,34
82561,50
37203,14
16525,34
66570,50
79469,32
1667,7
44154,34
14382,34
40751,35
4469,34
43599,50
97266,7
82409,34
104441,34
102944,40
30557,34
16133,40
103859,34
46193,34
64814,34
74962,34
66413,34
89441,34
61330,0
62510,10
104174,42
60895,46
77210,34
1204,34
37408,47
45745,32
39926,34
44209,34
101400,35
18521,35
34994,34
80978,17
75254,35
89658,34
19162,35
101800,37
105238,35
44551,32
18044,35
76976,50
63101,7
55069,33
34898,34
61544,46
46522,34
967,37
18523,35
53805,34
85286,35
61155,34
45343,50
86968,19
105504,40
59451,34
87627,34
63405,34
5461,7
25886,34
75511,34
71272,33
6740,34
62420,32
70456,40
54244,50
106183,40
36842,37
106463,40
18289,34
100826,40
101782,35
82065,40
84010,29
29342,34
103965,34
95314,33
105644,34
60989,36
4564,34
3591,35
93390,37
26335,34
90077,34
43623,50
17238,37
51707,35
18805,34
58334,34
12886,0
71523,59
23209,37
89400,34
33562,34
53557,34
102575,34
29005,0
7339,34
9961,35
68525,50
62314,40
73147,35
37784,34
97866,37
26184,0
99067,18
16211,7
45682,45
10615,35
33253,34
41011,35
84095,41
106458,40
8840,34
34222,33
70763,46
44279,34
83457,34
4928,34
101020,32
58261,45
14003,30
78363,34
96519,38
24631,34
6171,34
12847,34
101241,21
47859,34
41844,34
74812,7
27886,9
43254,34
70069,35
74327,50
14243,50
22048,34
4581,32
66331,7
15613,35
99010,34
9181,55
36928,34
33835,34
56298,34
13137,34
76838,48
57502,37
103352,55
29552,46
84561,45
99030,34
106296,36
47429,34
91867,40
72993,35
65606,0
11422,35
38349,40
104892,50
5409,20
26479,34
39454,34
10500,32
86750,40
37523,35
98310,7
6823,35
64938,37
85718,9
100482,34
77431,40
90762,23
6741,34
54346,35
84973,18
48472,34
52140,58
61171,0
88521,34
55782,34
73457,34
106320,50
78098,34
102627,34
3446,34
63633,34
57250,34
55725,34
12084,0
19771,30
73022,35
50414,32
82481,34
17201,33
12966,30
27450,7
61492,34
58380,35
80194,35
65101,34
2693,34
48587,34
67139,25
37814,34
93279,35
7911,34
9619,35
80090,35
78356,34
80683,34
30548,34
16914,0
20819,34
51870,50
30252,16
100858,32
91568,35
68013,38
66364,10
35823,37
51989,42
66342,35
1385,50
96019,35
88408,10
70353,40
39079,34
94318,34
55692,34
31864,34
42174,7
32687,34
25200,32
68666,40
1513,32
37795,34
72625,34
73176,46
103539,34
25071,37
73043,7
79266,34
76428,38
41768,50
895,34
84771,38
20021,0
80745,14
29479,34
16825,30
104618,34
41530,32
3442,34
4392,37
63142,50
36366,34
17793,35
104805,34
66117,34
34048,50
25515,35
85693,50
59837,50
49033,58
96835,41
8194,37
92608,40
35806,50
77914,34
5791,34
60540,34
7030,34
75702,34
22489,34
19520,35
74723,37
71919,34
49252,42
25868,27
31880,35
70760,34
14602,46
13089,35
90017,40
17002,18
50226,32
83233,34
26607,34
84524,40
94182,47
64796,34
72793,50
14879,35
27016,34
43464,18
54264,34
87798,35
46101,34
21126,34
3506,21
69150,35
44208,34
65753,40
58306,35
22545,32
9220,34
17158,30
23496,34
1060,61
77598,29
25484,40
64617,34
37411,0
33457,34
7554,32
73739,21
95194,33
43382,9
8699,34
6321,58
31421,12
67851,34
83744,50
81892,35
83223,50
52756,32
21468,34
37628,6
100648,50
90707,34
25851,34
21131,0
36706,34
38920,34
77844,50
16115,35
48680,50
2698,35
93683,34
26106,35
93686,48
10616,35
66549,7
37714,35
87814,34
11190,35
9938,35
23208,35
78367,45
31273,50
29529,35
101419,50
33349,40
80555,34
32831,34
31004,32
55508,34
73530,34
25585,35
30449,34
63669,34
82560,34
40679,34
102639,18
12793,34
58243,34
4791,34
5977,34
19584,35
51522,34
9180,17
26601,34
90007,34
66294,37
79761,7
48582,34
17081,34
17184,32
5141,34
35278,35
101207,37
55243,34
96597,32
16204,16
9702,35
48169,34
54474,34
70895,0
14702,35
84637,34
11441,34
51283,35
90825,34
100523,40
73127,35
7924,34
67892,38
43102,34
95719,35
59168,35
17169,34
94376,40
10678,18
74594,33
41206,7
47540,35
99933,18
2737,34
44109,34
37475,34
84409,34
1846,34
36408,50
34970,48
86519,50
64108,0
29792,34
54419,34
52800,35
33105,34
103737,40
12737,34
5318,0
13521,34
27628,7
15606,34
41375,34
43129,50
6941,34
18500,37
27451,34
24910,35
8626,35
8186,7
88432,32
37529,48
106103,35
38138,34
95149,35
46443,7
26214,35
55569,50
25789,34
15311,20
92298,7
82387,56
33518,34
83197,35
97600,0
105469,32
6817,50
97521,34
97409,34
75378,35
38881,34
89167,35
87215,34
34682,20
29831,32
97480,50
80492,34
48196,32
29220,34
53138,45
27966,32
98786,32
8199,40
33915,50
55365,34
104015,34
66236,37
60161,35
43435,34
93055,35
45447,34
72189,32
99208,0
11045,34
37352,50
6150,50
97111,34
18877,37
43112,0
91259,34
17785,35
100008,34
39076,50
54672,34
94695,34
14039,34
28718,35
29873,34
45077,34
59492,35
36484,32
71394,34
6796,34
33038,35
100422,14
78667,34
47807,37
75295,5
93518,46
61378,52
27,35
55704,50
1689,34
41743,32
13190,34
84955,32
38444,19
59703,34
105592,40
25228,35
86646,34
1710,19
52307,34
59981,50
64053,40
48406,0
15299,32
58654,34
51428,46
75719,34
29797,34
65735,21
20976,33
15631,35
56301,46
75271,55
88712,56
16857,0
5794,19
59300,37
91651,45
41519,35
89347,48
66107,34
21992,34
44618,7
70133,35
36781,34
85471,34
77657,34
7352,34
53479,40
73989,34
33794,48
100648,50
55601,46
18996,34
18386,35
86306,35
103387,35
60523,34
101108,7
104543,34
11321,30
